id,userid,appid,name,model,platform,version,pushid,uuid
593,8026,com.moodle.moodlemobile,Apple,"iPhone10,4",iOS-fcm,16,eSwxPlabIkovqLCeJP9lbT:APA91bEK5DlBGuReBGya8YFRGF5zavOvZ6FJwOySpkDtK4ySYy0AGz9PyCONBVNYwvRbKjS9uACwwjkIQwrsV0A6-SteWRcc-r3TV_dTDDsj4M9m0LmG0mALk6ea66gDwA6Qf-YxozpZ,3B1C4B52-6771-4139-AB55-5DF7C2C2DC2E
594,7780,com.moodle.moodlemobile,Apple,"iPhone14,3",iOS-fcm,16,eYsyccMDZ05zv8X3djkhTn:APA91bH8UJQhk-3fNfc4hi1BEK7Vmk3iGqdyJAfTjOyw1NooiHzakNXcewNVFGlL9qxSHFIymDq-ygzwLC6mQo0wgI1X6DV6PFHTkBM92zZy-f3kELS62nlPkoWcg_LhbBpxv84gPGup,A4DAA526-F027-416B-B9D3-A3D965D9DA4A
595,7899,com.moodle.moodlemobile,Apple,"iPhone13,4",iOS-fcm,15.7,fnBZIrxVnkOzj4xVYyn8rj:APA91bHlib5_qY-cC3HKhZJci_dxI_WrGRX2bSk_mLM3XQec0r6dHBctvY2j_mamBRYrAU59Gu6dubRIgoAaP0UeN9Z3IpYF3MtIKGwJSHQJYjFnHCsKOivktu4-yB7rzvQDSbs7btmn,CF7C4DA4-7471-40BF-8400-C2AA29240805
596,8913,com.moodle.moodlemobile,Apple,"iPad13,1",iOS-fcm,15.7,eAORxinbmUMmlmBnZqhI8b:APA91bGSQYvJdpFTd7lB7O1C-iyNsUMSE4RGUnmlkRNXC83Z_K9oqBarr6U28QTzyQdiw5Rq65NOqvWoai3cGy6EMqEM1QAFKkugtS9-elOYoSH-FOBoonJThPMy3AF7-KRhWQpL393l,C0D6FBEF-A5B7-41BB-B20C-CCD0EC0CE775
597,8598,com.moodle.moodlemobile,Apple,"iPhone10,3",iOS-fcm,16.0.2,fn8A4aZRjEn9nZ9kEd61sB:APA91bGZSMhGs88aSGCJZ3jbBgAXwMOZLwxcmbmenJxaKYDms9oEowZL27cFYxhla1PTuGPxlCpuWnYZNL8i8zyRbjBkCctaKWLQJL31NLVV1OM4bRXC6IXJ3wokGkJT6g9Myxa-0nn3,7691E05C-FE0D-4E46-8B4E-96CAB0562D8B
598,7663,com.moodle.moodlemobile,samsung,SM-T575,Android-fcm,12,cP42VNrnSZibjacg17FIa5:APA91bEtlO3YFydg9qBgCa_YK3yCtXR9Lf5IInb3ER3dtQI4VVvQRnKRV05hRArf6folcOhLLBnsHqk5jDTowdgdVZrm1g2zOlM87RjXeVW-X-VABADR7ZQl-pW8wqgQZamblh7IZGGv,98526605146f52f5
599,1227,com.moodle.moodlemobile,Apple,"iPhone14,5",iOS-fcm,16.0.3,dYUjdAxC20exjxm_6DTw20:APA91bEgjGmLMRQQn8Mzdi41Rm3A-ceK-hvTHIbeDQzaUhXLZT0btWjxwPgAu_6AXVN0PMwcSgytx8Z_7MnFMl7Y6J7DWiEPvOVOUDNB1wOob5rrJsy9F0gHkLZ_dcwHOpF6gVcG1OqR,9514CA5B-6BAB-4088-963F-580B337DF994
600,842,com.moodle.moodlemobile,Apple,"iPhone9,3",iOS-fcm,13.6.1,fQ_QyxypM03euc9z-0618-:APA91bEkqctDPm94h81mdy7XWMCDtNHT7G_UJKDZ5pDqGCPbBWwiVx4ojZOImh5cxDgi5bu9bJisyFWoWtuItpFMtK6iqcpDMQVFy_gEXYAggieScyUlBv2SgupdN31CSBETnNqRN5WO,96FC6EFF-E2EA-439E-8C05-DC4BE28E2EFC
601,7337,com.moodle.moodlemobile,Apple,"iPhone8,2",iOS-fcm,15.6.1,dqFbXxo14kKRroLXEJaEzA:APA91bFqhkVRDihIjA45fTrdbNk_EUuNzLPaKKs9xG_qv1tG1Pon7cX4kiSDfXzTM6O8zZdpGPvAQtfUEgOO6-6I7JqtRyi7rSR1n1OYR0GPwtTAQ2h0NJeoSry3YAotxTHBwhKAt_vG,97925F41-D08F-4523-91A1-DC6ADFCBB6B3
602,7872,com.moodle.moodlemobile,Apple,"iPhone12,1",iOS-fcm,16,dfCzSrx5KEbkjmpd7sA-ie:APA91bExSsw7d8f-fCEf5kdhhXSRJ9kbaXTb9oypx1pYVGegT4iEgQvnVPUOL3fOOAZPv81pmVvgW_uod_Q694OHNxdK1WFRDWR6p5PT8R8SlEC1LTCBO_Os9QbnDB9wKkDYv0qf8KTv,244F3C26-30F9-4FBC-9421-103532B1CC0C
603,8369,com.moodle.moodlemobile,Apple,"iPhone11,8",iOS-fcm,16.0.2,dSwLy5E8RUcPmyRUUXoGLN:APA91bEGRcug6P9LFF1Cb2xVovTs1siNcGr9SBHuRDuw5mb1rJFx4a7rJfsV-dvotWWSlSsOO26LZSkGrXKY60fQokEDnmrdbnigDG-61uoEHulEoyeeAMUp3zt5jOZr7JyRW5wNCurh,E465425C-93AA-428C-8745-833DFC980E56
604,7981,com.moodle.moodlemobile,samsung,SM-X205,Android-fcm,11,eGfo9ndALyc:APA91bHPSoIPDOKjkOnIhxJNtbkh1VfbPIyXu3pv8W4SokHMRBOr5q3nw3OmI_c2U3WoFS0kRaL1beaeZDqR6FMo4E03f5q3DNc5raJ3uZz-MsicvppDk_NE_P52_BbgNkIOES6B273n,76cc5fd939aaaceb
605,5624,com.moodle.moodlemobile,Apple,"iPhone13,1",iOS-fcm,15.7.1,fRzLgZRamE2rvWXB-KfByM:APA91bGD7iVRtoDftFRBLfIBpoUkzjl8CVJJMFGQXqx284knlzK19BMKLi6S2LPCLDqf30gI8K2lH8D9kJZvjS7KeJBs4jX7DfNQmLLQEWZZF6_42sTLED7tUumqgiBZMEqNNT5n46w4,C81B49B6-F68E-41E1-BFFF-B69852AE14E1
606,5782,com.moodle.moodlemobile,Apple,"iPad13,1",iOS-fcm,16.1,eexmGg4ZxUGVj_5o8hrw-w:APA91bFBVJWdI9_deyJn71SQuwL6SFrs7u7fWRMvr8tCkcPHgHFoUsC0NMGl5llRX2VnB09-DEmttH72QzmQJW8hCC6fU85XvejGb_KB09hheLpeOP8ACkJlYLtd5oBjZzxv6gYJ3PEm,209654B9-976C-4F5C-91D8-7132C7561416
607,5718,com.moodle.moodlemobile,samsung,SM-A226B,Android-fcm,12,ch1E0Ti9QbanKdj_F3Kew_:APA91bGE3Z4Wfl0Evmou4ZvOhqh76cK59pU47Og9G85H0hc9r1UhLn56rdoJgTEeIUxwQ03fWoq7Otjaiqq6wnXGKvkW1KXfIYjBfMCLPYmMWAoAykjKFyRhJCHhgryrCLICUwCDcFrl,1d3cb0b7eb829dc5
608,7986,com.moodle.moodlemobile,Apple,"iPhone11,6",iOS-fcm,16,cpXvdC-eL03zqqPkp4vMxw:APA91bGd4yzZGg-gy_5J-Aj-t1lMKTHjK-LLgfvrt7jvWHheoOnUMlcXmGM1JOhdfUFsXd1IzMYa7cn3FAX1yCAPvDndi0OkZ4FQ4yBNtrTWWmhB_o1E3-kdICCIOQja5jYmRqzpkSSy,098C6F76-003D-4CA5-8F3C-CBA98D091313
609,7969,com.moodle.moodlemobile,Apple,"iPhone12,1",iOS-fcm,16,chSN7pOqz0CfnXNM6EuUxZ:APA91bGJWCqokR7CcgEBmDuX9oBnYfRGX9A3nC2svqOwoqidb_FLCiDANAG20mIVLKO6u7li48UVzzihY0duzM3WfwJndqsWFM42vR9pNIQfbzlWNOggaAm-i4xFzLBY8W_aTUDyfvyX,B5A43F63-CCAC-40A7-A85E-64904F8970ED
610,4419,com.moodle.moodlemobile,Apple,"iPhone10,2",iOS-fcm,16,ei28Aj3QJU1mggWRS3Z9ft:APA91bGYzMumU3R94ZD3owywMDwm-psWm9Xr623GVsCFsra5rnsDs1SCalcxy7JjM1Uzbl4Bdzmh5xdJpnVMilaNDyZ5wEDJImb1t7SfbyotmW5SfoSZJyLxX6eNPbJv0xfvTCPkV8Gx,01BEAD57-90F8-4C11-9CD8-29C5270AD0ED
611,8140,com.moodle.moodlemobile,Apple,"iPhone12,8",iOS-fcm,16.0.3,c0JrSUoaeU2FkYQx-XwNWp:APA91bHavRFGuFkSezvqtWksViSJSbDk08lAJn1dkiAA4YU7LUtbCw01uFXUZ7FN-7_gzOZgA7IDN6Q80HxGvfy42KP4g9KPp848EK6mOGtIOOn-0wRAOHfY58qLREVF4GuBjyXewGvT,8183572A-09D1-4FD5-8644-5222F55D1108
612,6508,com.moodle.moodlemobile,Apple,"iPhone10,5",iOS-fcm,16,cKAYJS7Eok5LpYNDdcrGcL:APA91bE3CAAG28ljCSKl_sTPpJoj4Ez6RSudjLVE0c-3qEUcscG7UXLkqxBIDeOeCIUveQ9E8s6Q1Xm44Vdw0OFur7DCv-CmoIA5YxcKnRmdlLytYygY_8BZPs22_HO0D7dBBOFsvxWt,7ECDB3BB-B7C6-42A2-BFE1-E90F034434FC
613,7950,com.moodle.moodlemobile,Apple,"iPad12,1",iOS-fcm,15.5,dITBCN_XwEanvgKGuEKa2l:APA91bEGL507LeQ-NMYKEU3KkV9BCBGIdSzbABBqpUuynu25u55vEhayCoyV3c1SlODwHed-xQvC29Qr99Mz3oYbDXIAb1Lqtx8LUblwzSdz5PYukdgDBCtJJPvMdaXedMVwZCvImWJK,25D6734C-0228-4624-92AB-65FE5A905656
614,4983,com.moodle.moodlemobile,Apple,"iPhone14,5",iOS-fcm,16.1,f6X3OjFOm0rij4duVYLMbl:APA91bGYSdlfcLrDnZsj9PohuyTum9bpfnNfSrKvLijyQGyuqHxXpV99duNa1s4FP-ClS2I5Xs-2jStMpi3GdE2uUI5FavhD3M9LzfjTJ9nw1yTtlU7kZnWKVfOg3rBm3goD37YuNtTR,3EA815FF-4AA5-4975-8D77-456AF7AD706F
615,7827,com.moodle.moodlemobile,samsung,SM-T295,Android-fcm,11,foO9xDbsQlOwEza36fZQLH:APA91bFK9OLSc-MetU8uyhcDH-H3WuUlGcCC2-TgJz69ZKIwfC_p7D4U1yTii-Ga8qPYp5_P_X7hT9EMEitbncUByB6MYPNcmy0JmVj1BaoHy4klW39-Y6tQJHUQxWmSCUQY5VtExYUK,6fcaa117ce3e0382
616,1732,com.moodle.moodlemobile,Apple,"iPhone14,2",iOS-fcm,16.0.2,dyI2sQKFckY6hysIfuuz3k:APA91bFGkD14W1zK1WqTCosQGfQCCc2QhwFgSnI2zvA8Vu_1WrVNzP5YxUcRJtr70FYvo2lccxqlpOtgGqOb-gL30jbF_xOlC1ND0hlRHFNCQVQA1-0SskJbsxie2GdCboaECJKIbRCj,0C23B5AE-0591-4DD3-93FC-0F939981B270
617,8172,com.moodle.moodlemobile,Apple,"iPhone14,2",iOS-fcm,16.1,dvSysNK0UUQFqVtYPkQSu4:APA91bH7ZDBCjP7yRjEfHG0lpkSu80R0hI_vsDAUrPqtRz6tsfD3Mt0rTSOTer5IGpnbYv4CMDekU08cvGBJYDvFmlLVoWs5zztC_lA-IK9q8UMvz0rUT50fxOYoIrEI87yK5aoMIV0n,FB2D91C7-C3C2-4DD0-B1E9-AFEC33CFCBDD
618,8506,com.moodle.moodlemobile,Apple,"iPad4,5",iOS-fcm,12.5.6,dBNFHqS0j0wPkUnPe7mAtU:APA91bFcde8Nzh1xfMsCrKvGhP7EAWh0s_jVk-KYElndGEU3zAQW_r-g3HfDdN0bX7mBSP4zc_NWYfQcboK1yJmdXORjYVd_1VThPPdEW5dMBYIWmMJ7OowWBcbnLPh5aPege6DqUW_G,FEDD6C1B-2822-46E5-9CED-80B7D746138A
619,8321,com.moodle.moodlemobile,Apple,"iPhone12,1",iOS-fcm,16,er_8Y8VQDUNoqPlK31O593:APA91bHjNF3X7Ll1nq_hTKsjtoLrJONpg76YkQBLz920w9i9zeEbIycaxGEgsMc1X_slpksapOnFNV8Cmr-pkN3LpBr6Qp5wMDZn1FTMXvaEJYIcR5f5nIHYXquVR-CJd8hEGWmF59-u,A481FAC4-BF04-4B3B-93A2-1A32FF4870CB
620,8143,com.moodle.moodlemobile,Apple,"iPhone13,3",iOS-fcm,16.0.2,eYMM1RmqaUDNtAT3RffmUj:APA91bFPzjymqUMG9rb6NQ96k4gMiHsM_h6goYluOTHN6lseYVpSoo7yzRm1msUiDqPFgclsqn6g-9SY2_TJCi7-W-Bfdyy_Unk5hNI4uB8tpsJzqtnN7MfvaKCW92SgpHjGdaX7EdY3,F40B49E1-0B61-412A-8F6B-2DA03B198B9A
621,6331,com.moodle.moodlemobile,realme,RMX2040,Android-fcm,11,czin8pkFQQOF-p-1zLUDNI:APA91bFXmpjjHqAiOXK_tuicbNcBRkkQRx81cLLXIFDNMTucjMFjfmLI_ickL4uTbgdoAzuqWKYsDf-6nNIvLHELRkpAndoGHpkwAAHJD5vf0RNv63IYw-hWFr7hG-UKzEY6ObeTIsWu,66e867e9aca46f12
622,8566,com.moodle.moodlemobile,Apple,"iPhone15,3",iOS-fcm,16.0.3,eDYFSRacgUbhlgpmA7YTnE:APA91bExKWMZmmlQnCyJ180Ve0PaPKltV4oSSg6a0ciyxjPPbN-xN792cI9c8cEaDpECqUHqMH-FUtI_gj7--02V2PwckyYa36MaZ0vaOaiFi_VT-naVajhZbwYpzBin0Z61p2vbFrT5,1A6640C6-FB42-4F73-9C25-1DFFC6B8B5AE
623,8719,com.moodle.moodlemobile,Sony,G3212,Android-fcm,8.0.0,eTGFzhUuRdGYso_NoNKP0S:APA91bHxfqqJumRb5uqCtjhabCRHKLTkjQGmvCtwmGJfGBGMWC76dhMcCmrbCtf-Fp8ZPZczTqxWDTHMau2_E06rkpLKQQZcKIsWqwfsk-1_44A_wrHjanXaIx_9c4Qu8v6n5Ost71sJ,d783ed2df8e8b600
624,4419,com.moodle.moodlemobile,Apple,"iPhone10,2",iOS-fcm,16,doX9vRUoRkjhr2Ej9RzeWS:APA91bF-eh4vdE-jrj9jvCjr8M_OAf10nICtZrIDjc2BZUjV0KkBnMdRH9DWPUyLJ_8NicMNqFl_q8b0eXR7vOGmmmEBEwWu4tEpB7rQhB_ASWRER7C2WvXCf61M0SG5VToPYoIYRn5j,EE5090A7-04D8-4CE4-90F7-5395C03ECD4F
625,8185,com.moodle.moodlemobile,Apple,"iPad7,5",iOS-fcm,15.6.1,cXgNdpkqQkiGq_dnAo3zWq:APA91bF4e5jhQxP17Ipmg8tgXxPBjP89ltkiZoA2N7ks7ojU3S8GQHXsJrDLn-6F01Y-DbWG864a12l_7XInl3SPcgLub5oEACCxWmJwN3ahRmkP3LBdGz-BONHEARBnPJf51C1lL0S3,A81AACAC-9C34-4102-B6F6-15C9BD7B2F11
626,7974,com.moodle.moodlemobile,Apple,"iPad7,3",iOS-fcm,16.1,c4JbQFASHUIJhCrQ355FoU:APA91bFawFMGqdLuGTSaCOKDhrEaH3lpu3SPQiZYWee3jlS4W6AxTLi8_Vnj6oer-1o0yP3w-g_nMuWS8-prWl06MUmKknVQs5gtkgYQO1gnL7FOEbSaQSN0_Al5E_yWbvU98umKsNhG,F0700526-76ED-475B-ABBC-7409BE653420
627,7765,com.moodle.moodlemobile,Xiaomi,M2004J19C,Android-fcm,10,dHj_6octRb6jBJJcqiwmVc:APA91bHZprUQawVahHllxN7uURk3xRNK0LtWgE-lY8EAA_D1qjUGJi96kYYUm6hf03Q_5TtluOQoN3KqFnke8GUFjkvODRVP9o8alQoUJglCyS1WHC9h0R41JN4yaylUVBGxKagyZ_4U,61808ae9cd44077b
628,5648,com.moodle.moodlemobile,Xiaomi,Redmi Note 8,Android-fcm,10,d52DItLJSY2_3ZHWBVT6I7:APA91bHGFfCq0drjqRRjveq2MuP1w_Ihu-VIbQ5zPRcuu0U85Nq3qZ-O8JU1EP4N_Ny_GjZg4g4c8APBJTf6vUAcFCeOoZaBhZoDqlQ3Vb9Me4CR-TIMTlSja-EwJrfSVPR1RzBPsMDj,eeb172d41d77e9de
629,8506,com.moodle.moodlemobile,Apple,"iPad4,5",iOS-fcm,12.5.6,ezPEyQKX90D8lID5-RGMrV:APA91bG89Ex59o9kAUnrGsz4LI89JP9VfMpntt6Ug0Tly4wZ6Aq8lwvsuaADltt0Ihq9ymSfwp9s2Op-NITP6uwPkMEitwH6ajhY0paUrhDRA9kDwnEyJVMJg9FHUJ1q4hcg2PH_D4we,E8E32D31-FDC6-40E7-9117-3A7141891655
630,5654,com.moodle.moodlemobile,Apple,"iPhone12,3",iOS-fcm,16.1,fTtPE5joukN8qIGUSVlU1w:APA91bEuC4IX6YjjuiwQ4eVFkSvJLz_Y3u5KDRNNOFoWEaJYZb865MyufvvMxTywJkeiLCHRIkZlOeaUuls7RaIl3Ri7HLC9S9lDJJ9cNzaDeHOUWttAX5gXq_m6SS2Qdok8qoeMHcjx,E4D208BA-C5F8-4717-A575-F9B6F4446D87
631,7690,com.moodle.moodlemobile,Apple,"iPhone14,3",iOS-fcm,16.1,fEPWgRCTUET-iWTz00bqI4:APA91bHMko_agvG9O1csqXRYOx59MvrUFcCIttHofSdAfi8zY3HRfKVL3G9rY4c2MuT9n5VEISNrWfkd48xrKUrUQGYl2xxnA9D7jAa4W8vTwY3LNWpEjzxP4j-lKg5JoyFI-B37xZSJ,F9377613-E879-4AAB-B7F9-85BBA4D5F9A2
632,7695,com.moodle.moodlemobile,samsung,SM-G991B,Android-fcm,12,cKTOL_b6R8umOmj3XInkMH:APA91bF1fqfcNaHjaLnVw-lfKxndZq4uMjCjjjrV09pPATtFlkA2EVuPvwGRvI26HaWV_NR3-inuGXthtEoiOyof-ozPRYB5weqG835-a7OxsoKTQ5Ek-p7O6OS8VCGGH0EVSLASVF5z,d2ead1f7fd41f1e8
633,4272,com.moodle.moodlemobile,Apple,"iPhone11,8",iOS-fcm,16.1.1,cKu9TM6B6Ej9hrL8EBPwIv:APA91bHaZLFXVwQKgpcDmohCCBP2Nc___IejLJ9x07xtv5OWef-c5iSsMUuYG8Z9oPAXv-knmstJJ9xOU6vFkgGpGDTDi43TldHQfdSlvohFMKkXWqUfxvFvQ5RitChwATdchne09IL9,6C7BC5CB-1BF0-487B-8AB4-6A078E193846
634,5866,com.moodle.moodlemobile,Apple,"iPhone12,1",iOS-fcm,16,eYBKnhZmsUrDmT6Mcz_YxX:APA91bFtRddI0qtYFQT8h2exnbbF6WaagMrjJmk5uOd8CZAtUjDJE-_5Yv9KQD9RNhEVAa2chvb0NloMl8lOnV_85raIEtKEGBnCeshJynnng8pezdzXx2qaCUaRUTTQNAL60JtMymJe,583B0B11-3515-4795-B45C-6866B51E0E49
636,7899,com.moodle.moodlemobile,Apple,"iPhone10,5",iOS-fcm,14.6,dbqfmXBS4kbYmysRowJavF:APA91bGIvkmH_fb5JOQVDFCLNvejyYKBegvQSDpfodHmFxnkKacIShcjuJtZ5Gwppw9NaY1jREzKGzfHt42CzrZUM5p9VnvLthECUByiAwvrsLr8M03bGpjbPG9ynaL959u6G0rQGX19,EAF89B4A-C376-442C-BAB6-1BAD292FD83D
637,8140,com.moodle.moodlemobile,realme,RMX3630,Android-fcm,12,f8ZeBJowRpO_Rxobp-qkwL:APA91bGzUJi57c56XcbZyVFnUIVcY9YyO-kEPIqiO_tJU7FMJRlE3vUAfmk1y5nNu2UbFJvfcAXmrJbh9-tVtB7Mx4CzBYExgnZfz3m4NYydwmGaHD983sbOMwaVEIucRWwmIRksipRQ,6c073a222acdeac3
638,5001,com.moodle.moodlemobile,samsung,SM-X200,Android-fcm,12,de0q75eQS7I:APA91bFtuiJGpo7EX4O8LbvqS6qwopy_hr0wpcZfhVp0o_IeVH9Ct-kcemYRRYgMZVlu4Tw4OK2A9h-PYMLfNNTh2Zs5py_97tl_Y1UoL9wxiwuw_jSlLCFTK7uMW_ZsAjE-Mo0FXQMq,90b16265d14ca1eb
639,8666,com.moodle.moodlemobile,realme,RMX2189,Android-fcm,11,fPaxWMAsQOKJjuOa_7tXJ8:APA91bGNjS69SxTJp95cWfg9kZZgMzNTjzurvhsG6LDLJhk5w3jAzEt62fptvBcJTbbLykOVU8Zqezj7VjQrUkdpnl3RDmocclvI3Vd1BI6Axp8QCnXKiejLURs_HMQgFKPDC2yaw0kT,6ecdd72c2bffb779
640,7880,com.moodle.moodlemobile,HUAWEI,CLT-L29,Android-fcm,10,cRG93eukQe2B08msSiVz0H:APA91bG3RT6w-N4yqK0DzUXAT8uwJc-0K9eRejDSzh4IcLYfZ9I19HsMKcG_1yaqb_9e8PsYeW0Y6Lo7hjXDdE8TRXWaTa96QXLaT3A8-EGhF49KWiryqULvX7LuGPmvmLVOJP8LgQ3R,70b03c9032dc6ecd
641,7688,com.moodle.moodlemobile,realme,RMX2180,Android-fcm,11,fMdorut6QRq8jA0VSWicco:APA91bEOePKZ3DtHLrUi1hcyqJqVBTf68Vo2QwkHokNV9VVrzakL6vt9grGNUU3cc21dByHJbo6_gPcDGjs13NaBWJb2jTpVD3V8Nv42-dpyUuLSm2PsjlWMgGvCCES-YVS0_Gf6SpSv,f423998e3fd86db2
642,8599,com.moodle.moodlemobile,Apple,"iPad13,1",iOS-fcm,15.7,cRoQPXhqV0qBpoiFb3k3k_:APA91bH4QI2R62VQplSlG5nLNB8-tVU1wiV16_9AyiDsFRdXj97BhTsvuQMaPGA3OWUeWK-nkGF5rnD5iJN_w5KnRUomLvIbqMSQ-LGg6DKjHr9JsNEqcYaMSRIVoBFmciOaJ80emfrB,E599BC5E-2CC6-4A78-9CC6-5E802E129730
643,7698,com.moodle.moodlemobile,OPPO,CPH1989,Android-fcm,11,f8g76of2RFuSXda0ZRrpAK:APA91bGxG2k464H9tjA9iH7H1SncJ_qOi8MY27Me0r4O8Onua1e3kd1CRcBs9bi5asQI4jnkf9LE6bibnqJZraOFctRbOZYWDj5Fk7yl-Dd5xO92L612h523vm-O6RTUJea2rIvZUx3p,c65b32293a73930e
644,8729,com.moodle.moodlemobile,samsung,SM-G930F,Android-fcm,8.0.0,eaqOE_MEQe6S9w-thoGAe-:APA91bHUgnC1YtPmSuVHbAmDZ7HJkZwO8bpzrkh_hT_EkEmRxq3OFOQLj8bw7v-1y66XY8coK3fvvot8sxcaScGjc-e7un_-Dd-Sr6cbq67KLx10IdLsaog39-oU3-1H5IMCcudsSbSY,1802343bca41a90d
645,5866,com.moodle.moodlemobile,Apple,"iPhone12,1",iOS-fcm,16,cFCGSYa4KE5otodh-e4air:APA91bF7XWT8qtrtQqOfqzyEOiN8vxMCmcaCwDaXnjrqBaBIDIT3gFp395fKIaTHNpUA4jJK6bBeu_unNJaeLJ7cxqneHqX1my1d16QmJBGQU5gd57EuDqDgVH6wavr9PgFgTCKOMTZA,24106188-4CE7-4ACA-87E8-4AF5861B6722
646,6935,com.moodle.moodlemobile,Xiaomi,M2103K19G,Android-fcm,12,eiTJ24-cTcCp4hA3EU0EZf:APA91bHy0T1MbAaLcEdaj4knDPXSFj0vhj22Z34xwMBuGKnIZzr0wgJ89I_H-5UeJAsf3T_grRJRFXTkQPIfI3-J2L4q8bGaTwQQhV9_aiVAPV6AqPSMxzJ9hM090EQ1V8nBF2gsJKZw,9eff7285248b2fd7
647,8404,com.moodle.moodlemobile,Apple,"iPhone15,3",iOS-fcm,16.1.1,cTn5id1lIkIAjnOmaenbM3:APA91bEJ3xyOal6cRrwIgqo67bu9UOQp8BDdDZRdP6KIW6PLkkwIWXFjuStTk0fAw-vQGDepzqqhtT2onER_5TOgo5H-8ewzoayQJTP5RCO9GwIFEGq16Ppo5fe2dTW5WKnOKtAfljzK,7A6A45CD-4DB5-41EC-85E9-FB1DBEDDC909
648,3162,com.moodle.moodlemobile,Apple,"iPhone13,4",iOS-fcm,16,dJxVezPjw032s2jXcDr2-p:APA91bEhXYTozReuXCingd88F7XtJXAagjXX3Di7aWB9Nx8TbZMEMNbzb8aNB5gSzfhJUY1J_rwXC7xpLyvKfJvEzPt9PvN3b9sgBZniK6SSGop-HEaN-2K7lvFZaAHanjr05o_BfPI4,95576A2E-F7D6-4902-A248-8C7741C223EA
649,7800,com.moodle.moodlemobile,Apple,"iPad13,16",iOS-fcm,15.6.1,d8adKmyws08Gu69e7we06g:APA91bGWsIw6brwN7LtXqnLP2Od8rtuU0jJns3q7dehWv93pX6HoaiEwWF6fLrT7cxtBU7wta2dcTaAsKRjYUEa3mdrpaxl4EumXZ1EY45vrZrCJzHfsA9taPSMUJabApuRU3oQz3oxy,6615BA45-1BC1-4513-A5D1-93D639FFE2B2
652,2435,com.moodle.moodlemobile,Xiaomi,M2010J19SG,Android-fcm,11,dx7U_l_zrXA:APA91bErqKxcJCOM1E6PTKstqUpc7K_HyJ5JXAzPw4aIo6kgrXH23JfEpMa7CtvWkf1Kma5M7Jt5f6RFk_Ig0ULNwxtEPZDlLjC6clXEgJUGxTQTlylvFvQglszwcctqTyxCYnzGpOr-,a98cd2b712b80626
653,7795,com.moodle.moodlemobile,Apple,"iPhone14,2",iOS-fcm,16,cn0IkpzP1kc5i-i3du7eJz:APA91bFxkvaIqBU1CLMgPXL3osVdOnjQdoLEfmWQpTFwAw7FSUnmgtDWiSKdcWLSDfUJ-_UApHHbEfcU9MnJKxePR2K839l6Cq4kLubkvVzZmSOkxFMzI2fRpLU87DHxD-0qxFL1MiK6,A4964B3B-9BCC-42A1-86EE-066BFB5D4D3C
654,2713,com.moodle.moodlemobile,Apple,"iPad13,1",iOS-fcm,15.6,coO7o9dcy08yppQyHDXhKf:APA91bG8zLyzNcgT635vM_x5g6LoAEOp00iXYOsDPUmO-kTU6N4UZ28N9w3STU8sqrEpPoR9GcTdbTUepPOY0V8bzzezcBwRBd_td7ll6Z3CgjAlyB7qspD5C_WzPohjAjiF0VqCDKyL,84749450-D2AD-4163-86E9-ACCF51CAB0BF
655,8272,com.moodle.moodlemobile,Apple,"iPhone12,1",iOS-fcm,16,d0uoohndpU1oshKQXk_sLu:APA91bHGDxB1mhnxsPt4y-Tk69IEKKQSJJ8sVF_y3QB8n1D-wVOGgTqvO6yjzfOYqu5q6vbCh2jMA0_2ZE1j8EH0IWWgNP_-uEGBQQDiv3fLkV_JE5xpozcsE9uBBSdu5qeMYWWsVpca,96559021-6A1B-4B4F-8499-8755D16769B1
656,8271,com.moodle.moodlemobile,Apple,"iPhone11,6",iOS-fcm,16.1.1,eUxFTpgUNUGTpzyEKdLV5p:APA91bGNodcMtkzB8X5hbxuyqOY2vLnE65-bTZBAGdFkZkgEIpYgtK0hXOwgMoHAYehuXYR-x8gEZhU80ESHoOC30AYnviAud97l_ki9HwMzqln1PBuOIkLBq-URUTzlbFEQPUNzWglF,25AC9304-9B7B-4E2E-A4E0-DE947F492C50
657,8313,com.moodle.moodlemobile,Apple,"iPhone10,6",iOS-fcm,15.6.1,emyQL5_3W0sRnuP1Vmi_nP:APA91bEodvStwPScBl84xXmkKhxKzugFGtJZjv8fTBb7bjOg47IRELChHsIasLpCnC1gJEaXLiPXT1nGu4aLkcAw78EeTubeBmXjF9u2DpSQXivNRoRy63SJcskDQklsFfTMLIP7haqQ,FB5A0030-31E5-498B-B973-96F7B6A320A3
658,7680,com.moodle.moodlemobile,samsung,SM-A125F,Android-fcm,10,d3wt1i-uQbW_mO5yR_QyOt:APA91bFCYAPetcOhY2DPokKmUIf1Fc1ooUDTnwKg_hvMt3P4bXWN1iYemGRpGnVS3fTK1Us_MzAC1aWZ2Qoog_tOn4fKliRmpIYTY_8l2SaK0gQ9sOTVex02JF98-7zKg1n5AjUGfqwj,4613d02852f4e236
659,8149,com.moodle.moodlemobile,Xiaomi,21051182G,Android-fcm,11,dcfj_pixAHY:APA91bFWPI-K-79SmGzjU1iuSbyRKpSnqPM1dMqkQkKzrymuKL4a6iypqtqSt5_y-OG1tfZkUXXhNOMqky_BEaB_QUV4SrfVVb0YP9F0HATNWIsYPC4v62GUP_s5sVtX2VoUzyYjwqkW,5e03bbf8f0845ddc
